order_id,customer_id,restaurant_name,cuisine_type,order_date,order_amount,discount_percent,final_amount,delivery_time_mins,order_status,payment_method,order_rating,is_reorder,promo_code_used,delivery_partner_id,city,notes
ORD000823,CUST00023,Dosa Delight.,CHINESE,"December 28, 2022",471,12.8,1353,88,pending,CARD,3.8,False,SAVE10,,Ahemadabad,extra SPICY
ORD001011,CUST00529,Dosa Delight.,Burger,1679184000,896,163.15407944251245,391,38,Delivered,N/A,3.1,0,FIRST50,,Kolkata,Extra spicy
ORD001384,CUST00395,Sushi Spot,Itlaian,N/A,1500,33.0,2856,86,cancelled,N/A,3.5,0,save10,N/A,Chennai,Less oil
ORD000591,CUST00343,Dosa Delight.,Thai ,08/02/2023,2076,118.75976487539522,1455,47,Delivered,,,FALSE,SAVE10,,Mumbai,  
ORD000806,CUST00493, Tandoor Tales,burger,07-24-2022,--,41.6,₹793,70,Cancelled,wallet,,False,SAVE 10,,chenai,extra SPICY
ORD000257,CUST00275,Curry Corner,Itlaian,"January 14, 2022",2005,40.3,2858,30,Pending,COD,,0,FLAT20 ,,mumbai,
ORD000191,CUST00182,Wok Express,continental,2023/07/26,2666,37.6,514,-28,Cncld,N/A,1.1,TRUE,,,Chennai,
ORD000887,CUST00482, Tandoor Tales,Pizza,"November 02, 2023",2163,49.0,1613,88,Dlvrd,Net Banking,2.0,no,SAVE10,,  Pune ,extra SPICY
ORD000335,CUST00265,Pizza Palace,CHINESE,2023/06/18,1216,19.9,830,25,Cncld,CARD,1.7,Y,FLAT20,DP5165,Kolkata,
ORD000030,CUST00257,PIZZA PALACE,Itlaian,1672963200,652,13.1,2995,32,Dlvrd,card,,Y,,N/A,bangalore,no Onion
ORD001492,CUST00492,Sushi_Spot,mexcian,,2558,43.3,1984,63,Delivered,,3.8,Y,,DP5321,Ahemadabad,  
ORD000032,CUST00034,Curry Corner,Thai,23/07/2022,1627,39.0,2466,21,DELIVERED,upi,1.9,Yes,FLAT20,,Chennai,
ORD000094,CUST00085,Curry Corner,Chineese,30/03/2023,945,13.4,1268,83,pending,net banking,1.3,TRUE,SAVE10,N/A,MUMBAI,
ORD000881,CUST00022,Burger Barn!!,CHINESE,"January 16, 2022",273,42.7,1362,54,Dlvrd,UPI ,2.9,1,,DP7765,kolkata ,
ORD000041,CUST00462,Pizza Palace,Thai ,08-15-2022,169,21.6,1169,61,pending,Card,4.2,1,FLAT20,,Bangalore,
ORD000017,CUST00263,Sushi Spot,Chinese,2022/11/30,₹1809,-3.2726917459236624,2548,24,Cancelled,Cash,4.5,yes,FLAT20 ,DP5785,Bangalroe,N/A
ORD001267,CUST00390,Dosa Delight,Thai,,56701,36.1,337,22,Cncld,net banking,4.3,Yes,FIRST50,,Bangalore,extra SPICY
ORD000780,CUST00202,Curry Corner,Burger,2022-07-20,315,34.8,2222,341,Pending,Wallet,,false,save10,,Kolkata,Extra spicy
ORD001217,CUST00131,Burger Barn!!,biryani,1656547200,413,10.1,1383,59,N/A,card,2.1,1,SAVE10,,Hyderabad,
ORD000710,CUST00129,Noodle  Nook,Continental,11 Sep 2022,784,49.1,346,81,delivered,Card,2.1,no,FLAT20,,DELHI,  
ORD001231,CUST00335,Curry Corner@,mexcian,2023/02/05,2276,9.6,2437,16,Cancelled,card,4.4,true,FLAT20 ,DP4453,Ahmedabad,Less oil
ORD001190,CUST00480,Sushi_Spot,Biryani,2022/01/08,83997,22.3,2137,79,CANCELLED,,5.0,Yes,FIRST50,,Pune,
ORD001289,CUST00323,Curry Corner,Sushi ,not provided,158,1.1,171,17,Cancelled,,1.4,no,FLAT20 ,,Bangalore,Less oil
ORD000250,CUST00171,Curry Corner@,PIZZA,17/06/2022,1969,49.0,181,38,CANCELLED,COD,3.1,true,FIRST50,N/A,Chennai,Less oil
ORD001354,CUST00157,Dosa Delight.,Pizza,2022/09/02,--,29.3,2078,79,Delivered,UPI,3.3,true,N/A,,bangalore,N/A
ORD000984,CUST00571,Tandoor Tales,Indian,2023/01/13,794,22.8,₹1937,76,Dlvrd,wallet,2.9,FALSE,N/A,N/A,Hydrabad,no Onion
ORD001321,CUST00456,Dosa Delight,Biryani,13/04/2022,2401,-6.323940358642856,2464,42,Cancelled,Cash,4.0,Y,,,MUMBAI,N/A
ORD000046,CUST00383,Burger Barn,Italian,not provided,1608,23.2,2998,79,pending,cash,1.7,1,,N/A,Chennai,no Onion
ORD000898,CUST00178, Tandoor Tales,Pizza,2022-03-21,99,9.8,1166,49,DELIVERED,wallet,3.1,false,SAVE 10,,Hyderabad,N/A
ORD001435,CUST00013,Burger Barn!!,Indian,"September 19, 2023",567,44.7,2008,24,Cncld,upi,4.3,True,N/A,,bangalore,no Onion
ORD001107,CUST00346,Wok-Express,Chineese,,₹127,6.4,2176,34,Cncld,net banking,1.0,True,,,chenai,  
ORD000328,CUST00287,Pizza Palace,continental,31/07/2022,2221,29.4,1058,47,Cncld,net banking,1.5,0,FLAT20,N/A,Chennai,
ORD000944,CUST00046, Tandoor Tales,Chineese,10/10/2022,854,37.0,1821,28,Dlvrd,,9.355743588840731,0,,N/A,Delhi,no Onion
ORD000169,CUST00571,Pizza Palace,Indian,2023-07-27,822,23.1,967,45,Delivered,CARD,3.6,no,,DP4903,Bangalore,Less oil
ORD000497,CUST00175,PIZZA PALACE,Burger,N/A,1638,6.0,1950,N/A,pending,,2.2,False,save10,,Hydrabad,  
ORD001043,CUST00461, Tandoor Tales,Italian,2022/12/01,565,13.0,881,29,cancelled,Wallet,3.3,Y,,,Pune,extra SPICY
ORD000465,CUST00151,Burger Barn,Sushi,not provided,379,2.0,₹1919,71,Dlvrd,upi,4.8,TRUE,SAVE10,,Mumbai,N/A
ORD000194,CUST00431,Dosa Delight,mexcian,1694044800,2249,10.3,1856,45,Pending,wallet,3.5,yes,SAVE 10,,  Pune ,Extra spicy
ORD000372,CUST00011,Curry Corner@,Italain,31 May 2022,N/A,2.0,1847,27,Delivered,card,,0,save10,,Bangalroe,Less oil
ORD000966,CUST00569,Wok Express,Burger,28 Oct 2022,667,35.0,2050,58,pending,card,1.9,No,N/A,,Bangalroe,
ORD000537,CUST00103,Burger Barn,Mexican,29 Dec 2023,1608,195.7582590251867,918,31,Dlvrd,N/A,4.1,True,SAVE10,,Bangalroe,extra SPICY
ORD000794,CUST00481,Sushi Spot,Pizza,03 Jun 2023,2870,,₹1868,85,Dlvrd,Wallet,1.7,Y,SAVE10,,DELHI,
ORD001429,CUST00279,Curry Corner@,Thai ,"September 26, 2023",475,136.10948330688765,1869,81,Cancelled,UPI ,3.8,no,FLAT20,,Ahmedabad,Extra spicy
ORD000564,CUST00153,Sushi Spot,Italian,02/09/2023,1734,,2975,87,Cncld,upi,4.2,true,FLAT20 ,DP9384,Delhi ,no Onion
ORD001293,CUST00498,Wok-Express,Chinese,06/04/2023,244,43.2,489,71,pending,card,3.3,1,,N/A,Delhi ,No onion
ORD001041,CUST00528,Curry Corner@,PIZZA,2023/09/24,,28.6,423,47,Delivered,CARD,,FALSE,SAVE 10,N/A,Mumbai,extra SPICY
ORD000977,CUST00431,The Biryani House,CHINESE,23 Sep 2023,1664,-13.634030638319137,1117,67,pending,upi,4.8,yes,N/A,,Pune,No onion
ORD000144,CUST00513,Sushi_Spot,Biryani,not provided,1956,49.9,1130,23,Pending,UPI,2.6,Y,,N/A,Hyderabad,Extra spicy
ORD000409,CUST00096,Pizza Palace,CHINESE,"January 08, 2022",896,36.3,2599,42,Delivered,net banking,,FALSE,,,Chennai,No onion
ORD000912,CUST00443,the biryani house,Pizza,24 Aug 2023,121,49.1,1755,-30,Cancelled,wallet,1.2,0,FIRST50,,Bangalroe,Extra spicy
ORD000035,CUST00016, Tandoor Tales,Chineese,2022-08-11,112,43.3,1513,86,,Card,4.5,true,SAVE 10,,Ahmedabad,N/A
ORD001177,CUST00414,Noodle  Nook,Chineese,2022/12/31,147,8.3,2797,79,,cash,3.1,FALSE,,,kolkata ,
ORD001347,CUST00269,Tandoor Tales,Continental,09/07/2023,1317,20.1,701,86,pending,UPI ,4.7,0,save10,DP4381,Ahemadabad,no Onion
ORD000399,CUST00185,Pizza Palace,Thai ,not provided,₹927,-15.448523057597406,1561,-21,Dlvrd,cash,,No,SAVE10,,Hyderabad,Extra spicy
ORD001232,CUST00144,the biryani house,CHINESE,11 Sep 2022,2725,9.8,2698,53,Pending,upi,3.0,TRUE,SAVE10,DP9156,kolkata ,no Onion
ORD000629,CUST00474,Burger Barn,continental,2023-02-28,353,2.5,₹1836,75,N/A,Card,2.0,False,save10,DP1408,Ahmedabad,N/A
ORD000166,CUST00573,the biryani house,Indian,N/A,2901,3.4,1710,41,pending,Wallet,2.7,Y,save10,,Hydrabad,N/A
ORD000675,CUST00129,Sushi_Spot,Indian,28 Jan 2022,986,11.4,1967,48,Cancelled,N/A,1.3,True,FIRST50,,Delhi ,Extra spicy
ORD000106,CUST00387,Wok Express,Itlaian,03-01-2022,130,10.2,2109,33,DELIVERED,Card,4.2,yes,save10,N/A,Hydrabad,Less oil
ORD000619,CUST00473,the biryani house,Biryani,N/A,2577,38.6,N/A,49,N/A,CARD,1.8,0,save10,,Hyderabad,
ORD001415,CUST00296,Noodle  Nook,Chineese,N/A,1697,23.7,1349,83,CANCELLED,wallet,2.5,1,FLAT20 ,,Hyderabad,No onion
ORD000585,CUST00455,The Biryani House,Biryani,N/A,959,46.7,1246,63,DELIVERED,CARD,2.9,Y,,DP7436,kolkata ,
ORD000774,CUST00444,Burger Barn!!,PIZZA,N/A,2432,20.4,1808,64,delivered,Wallet,3.6,No,FIRST50,,Bangalore,
ORD001404,CUST00416,Dosa Delight.,Italain,N/A,--,42.6,2960,54,Cncld,CARD,2.3,1,FLAT20,DP4210,Ahemadabad,N/A
ORD000809,CUST00349,Sushi Spot,Itlaian,2023-03-23,1749,39.7,2890,66,,N/A,3.3,true,SAVE 10,N/A,mumbai,  
ORD000580,CUST00331,Curry Corner@,biryani,2022/04/19,1054,24.5,1720,70,,CARD,3.8,N,FLAT20 ,N/A,Delhi,
ORD000293,CUST00386,Tandoor Tales,mexcian,not provided,712,49.2,1331,-28,Cancelled,upi,2.2,false,SAVE 10,DP2322,Ahemadabad,
ORD000674,CUST00142,Wok Express,Indian,2022/09/22,1074,7.5,800,79,N/A,,2.0,no,FIRST50,DP2840,Mumbai,Extra spicy
ORD000918,CUST00470,the biryani house,indian,2022/12/05,N/A,4.5,1811,60,Dlvrd,cash,,Yes,N/A,DP4566,Kolkata,Extra spicy
ORD000190,CUST00232,Spice Garden,CHINESE,12-26-2023,2420,35.9,1382,30,N/A,Card,-0.48882815428673154,no,SAVE10,DP7869,Ahemadabad,extra SPICY
ORD000936,CUST00195, Tandoor Tales,Italian,05/11/2022,-481,28.9,1367,85,,Net Banking,3.5,False,,DP8681,chenai,Extra spicy
ORD000996,CUST00161,Noodle  Nook,Italain,1691452800,1671,14.6,849,476,Delivered,UPI ,3.0,TRUE,SAVE 10,,Hydrabad,
ORD001039,CUST00389,Noodle Nook,burger,,2961,11.1,,60,CANCELLED,card,2.5,FALSE,SAVE 10,,Delhi ,Less oil
ORD000682,CUST00237, Tandoor Tales,Itlaian,not provided,,27.9,1836,71,DELIVERED,Wallet,3.7,false,FLAT20 ,,Ahmedabad,
ORD001374,CUST00110,Pizza Palace,Italain,,1863,148.50929593690313,1510,83,Cncld,UPI,8.73044941226427,true,FIRST50,N/A,Chennai,
ORD000544,CUST00580,Tandoor Tales,Biryani,2023/07/20,N/A,0.2,1290,21,DELIVERED,upi,-0.2482592061577199,False,save10,DP4676,chenai,N/A
ORD000640,CUST00229,Wok Express,Thai,N/A,-122,31.7,1220,66,,CARD,1.7,TRUE,N/A,,MUMBAI,  
ORD000596,CUST00188,the biryani house,Itlaian,08/08/2023,184,18.3,2097,27,DELIVERED,,2.7,No,,N/A,Hyderabad,Extra spicy
ORD000449,CUST00519,Curry Corner,Burger,N/A,2178,15.0,220,73,CANCELLED,CARD,,FALSE,FIRST50,,MUMBAI,No onion
ORD001082,CUST00248,Wok Express,biryani,not provided,408,N/A,1640,-19,Cncld,CARD,3.3,True,SAVE 10,N/A,Chennai,Extra spicy
ORD000076,CUST00586,Dosa Delight,indian,2022/10/20,2014,24.8,1730,16,Cancelled,UPI ,3.6,no,FLAT20,,mumbai,
ORD000563,CUST00233,Spice  Garden,biryani,"May 13, 2023",416,49.8,673,65,Dlvrd,UPI,3.1,0,FLAT20 ,N/A,Chennai,extra SPICY
ORD000567,CUST00004,The Biryani House,Italain,not provided,836,10.9,316,16,Delivered,COD,2.5,no,,N/A,Bangalore,N/A
ORD001424,CUST00308,Dosa Delight.,CHINESE,2022/03/12,2108,45.2,171,73,Delivered,UPI,1.5,TRUE,SAVE10,N/A,chenai,Less oil
ORD001021,CUST00584,Pizza Palace,Thai ,1654128000,890,-7.772560286980076,2422,83,cancelled,N/A,4.5,false,N/A,DP5747,Ahemadabad,Extra spicy
ORD001298,CUST00297,Wok-Express,mexcian,1690588800,2165,45.4,473,82,Delivered,Wallet,3.1,False,SAVE 10,N/A,MUMBAI,
ORD000202,CUST00310,Spice  Garden,Chinese,"July 31, 2023",1242,37.5,1271,67,Pending,Card,4.9,False,SAVE10,DP7778,MUMBAI,Less oil
ORD000650,CUST00304,the biryani house,Itlaian,,2578,,1804,30,N/A,COD,2.4,no,,N/A,MUMBAI,No onion
ORD001224,CUST00035,Dosa Delight.,Sushi,12/03/2022,321,44.9,284,60,pending,net banking,3.4,False,SAVE 10,,kolkata ,Extra spicy
ORD000225,CUST00594,Burger Barn,Sushi,21/10/2023,2767,14.2,2495,207,cancelled,N/A,-0.5938062086826472,Y,SAVE10,N/A,Ahmedabad,
ORD000129,CUST00593,Curry Corner@,Pizza,1674691200,2534,18.6,2639,33,delivered,cash,1.5,False,FLAT20,,mumbai,Extra spicy
ORD000117,CUST00155,Pizza Palace,Sushi,2023/09/02,537,30.0,2493,86,N/A,Wallet,,false,save10,N/A,Hyderabad,extra SPICY
ORD000382,CUST00254,Sushi_Spot,burger,not provided,2576,33.1,2963,62,cancelled,wallet,4.0,No,,N/A,Hydrabad,
ORD000456,CUST00043,Sushi Spot,Sushi,"August 20, 2022",2366,9.1,2556,216,Cncld,UPI,3.7,yes,,,Ahmedabad,extra SPICY
ORD000219,CUST00167,Spice  Garden,Thai,1647475200,1734,49.6,2695,43,pending,N/A,4.0,TRUE,FLAT20,DP6554,Ahemadabad,No onion
ORD001240,CUST00160,Noodle Nook,indian,,51656,23.0,₹1387,86,,N/A,1.9,1,N/A,DP6977,DELHI,extra SPICY
ORD000107,CUST00588,Noodle  Nook,mexcian,2022-09-03,607,47.7,1721,24,Pending,upi,,N,FLAT20 ,,chenai,Less oil
ORD000637,CUST00346,Spice  Garden,continental,,368,39.5,1040,88,Dlvrd,COD,4.0,0,N/A,N/A,Delhi,Extra spicy
ORD001313,CUST00320,the biryani house,Biryani,not provided,N/A,39.6,2589,31,Pending,card,3.1,false,SAVE10,,Hydrabad,
ORD000828,CUST00470,Curry Corner@,Sushi,2022-10-09,364,32.8,2279,-14,DELIVERED,,2.8,Yes,SAVE 10,,Delhi ,no Onion
ORD001450,CUST00588,Burger Barn!!,Burger,N/A,1517,N/A,681,79,,COD,2.1,yes,SAVE 10,DP3372,kolkata ,No onion
ORD001475,CUST00343,Wok Express,Mexican,12-05-2023,1930,27.8,2827,89,Pending,,4.3,true,save10,DP1127,Chennai,extra SPICY
ORD000053,CUST00146,Spice Garden,Sushi,,1183,30.3,₹1519,58,Dlvrd,UPI ,2.8,no,,,  Pune ,  
ORD001385,CUST00018,Dosa Delight,Chineese,18 Jan 2023,2456,-11.12189897918228,₹1833,289,delivered,net banking,1.9,yes,SAVE10,DP6527,DELHI,N/A
ORD000931,CUST00431,Sushi Spot,Italain,2022-12-18,907,48.8,2806,85,cancelled,Net Banking,3.5,True,,,chenai,Less oil
ORD001183,CUST00039,Spice Garden,Itlaian,N/A,2124,36.9,711,84,DELIVERED,Card,1.3,true,FLAT20,DP7059,Delhi ,no Onion
ORD000300,CUST00072,Sushi Spot,burger,N/A,1142,9.6,785,62,Dlvrd,CARD,2.6,1,FLAT20 ,,bangalore,no Onion
ORD000442,CUST00438,Spice Garden,Chinese,29 Jul 2022,2855,2.7,884,35,Dlvrd,Wallet,3.2,False,SAVE10,,Delhi ,N/A
ORD000025,CUST00038,Wok Express,biryani,"September 03, 2023",,43.1,1508,N/A,cancelled,cash,2.9,N,SAVE10,,Hydrabad,Less oil
ORD001397,CUST00407,Wok Express,Thai ,,255,44.2,1048,76,CANCELLED,Cash,1.6,FALSE,SAVE 10,,Bangalroe,extra SPICY
ORD001125,CUST00533,Wok Express,Chineese,2023-12-10,842,19.2,2897,78,Delivered,net banking,2.7,Yes,SAVE10,N/A,Kolkata,No onion
ORD001303,CUST00081,Spice Garden,Thai,25/08/2023,1613,33.9,808,30,Cancelled,Cash,-0.7266456635185895,0,FIRST50,DP6647,Mumbai,No onion
ORD000950,CUST00222,Dosa Delight,Thai ,2022/12/28,2718,N/A,2829,55,N/A,UPI,,True,save10,DP7892,chenai,
ORD000562,CUST00244,Tandoor Tales,Chineese,13/11/2022,664,10.2,2441,23,CANCELLED,Wallet,3.8,Y,FLAT20,DP3576,Bangalore,Extra spicy
ORD001211,CUST00045,Wok-Express,continental,N/A,2576,37.0,1403,67,CANCELLED,upi,3.7,true,save10,,Bangalroe,No onion
ORD000676,CUST00375,Dosa Delight.,CHINESE,2023/03/28,2806,33.1,850,78,cancelled,UPI ,4.7,True,FLAT20 ,,Pune,No onion
ORD001329,CUST00370,Spice  Garden,mexcian,,2093,15.0,529,56,Pending,UPI,1.5,False,,DP9300,Delhi,Extra spicy
ORD000460,CUST00320,Sushi Spot,Italain,2023/12/19,1998,43.0,2641,84,Pending,N/A,3.7,yes,SAVE10,,Pune,Extra spicy
ORD000565,CUST00579,Noodle  Nook,burger,2023/08/22,2599,48.8,2512,,Cancelled,Card,1.9,false,FLAT20,,Bangalore,N/A
ORD000830,CUST00057,The Biryani House,Itlaian,08-02-2022,2120,37.3,589,38,CANCELLED,COD,6.445296621489107,no,FLAT20,N/A,mumbai,
ORD001131,CUST00100,Dosa Delight,continental,23/09/2023,85520,32.2,2095,30,CANCELLED,UPI ,3.3,N,FIRST50,DP6721,Ahemadabad,Extra spicy
ORD000301,CUST00088,Wok Express,burger,not provided,2163,19.5,2551,-28,Pending,CARD,,True,N/A,N/A,Kolkata,No onion
ORD001241,CUST00016,Dosa Delight.,Thai ,"July 08, 2023",₹1418,33.0,1120,-5,Dlvrd,UPI,,Y,save10,,Hydrabad,extra SPICY
ORD000671,CUST00172,Wok-Express,mexcian,1694995200,1109,18.1,635,41,DELIVERED,UPI,,0,N/A,N/A,  Pune ,N/A
ORD001016,CUST00051,Spice Garden,Italain,18/12/2023,₹522,7.7,1493,58,delivered,wallet,,TRUE,,N/A,Hydrabad,  
ORD000205,CUST00547,Pizza Palace,indian,24/11/2023,619,22.0,2338,-24,DELIVERED,UPI,3.0,1,,N/A,Bangalroe,no Onion
ORD000784,CUST00410,Curry Corner@,Sushi,2023/03/20,1210,38.9,1945,23,DELIVERED,net banking,3.7,N,FIRST50,,Pune,
ORD000216,CUST00021,Dosa Delight.,Pizza,03 Feb 2022,2673,43.4,258,65,N/A,UPI ,,true,FLAT20 ,N/A,Bangalroe,Less oil
ORD000845,CUST00500,Noodle  Nook,biryani,04 Aug 2023,715,48.0,1516,90,,Net Banking,1.7,yes,FLAT20,,Delhi ,Less oil
ORD001005,CUST00216,Curry Corner,mexcian,not provided,1752,44.8,2082,48,cancelled,N/A,4.2,No,,N/A,  Pune ,  
ORD000557,CUST00576,Dosa Delight,biryani,N/A,-164,26.6,₹669,20,Dlvrd,Wallet,2.4,1,,,Ahemadabad,  
ORD001356,CUST00336,Burger Barn,Chinese,2023/11/14,1198,171.775373516449,,72,CANCELLED,COD,2.6,Yes,FLAT20 ,,Hydrabad,  
ORD001115,CUST00038,Noodle  Nook,Thai ,2022-11-24,897,47.9,1794,66,delivered,net banking,2.2,False,FIRST50,,Ahmedabad,N/A
ORD001178,CUST00058,Pizza Palace,CHINESE,2023-06-07,693,35.1,2270,64,Dlvrd,,4.1,Y,FLAT20 ,DP3440,Ahemadabad,Extra spicy
ORD000866,CUST00381,the biryani house,continental,2022/07/09,62978,7.3,2528,59,Dlvrd,cash,4.0,Yes,,,Bangalroe,
ORD001151,CUST00019,PIZZA PALACE,Italian,2022-11-16,1906,39.3,₹774,40,Dlvrd,CARD,4.9,0,FLAT20 ,N/A,Ahemadabad,N/A
ORD000685,CUST00275,Burger Barn,Sushi ,,,46.9,1007,67,,UPI ,4.2,no,FIRST50,,Bangalore,Extra spicy
ORD001235,CUST00331,Spice Garden,Sushi,N/A,878,4.6,2297,75,,Card,,true,FLAT20 ,DP9737,  Pune ,no Onion
ORD000606,CUST00355,Noodle Nook,PIZZA,1692662400,2867,8.3,2524,86,pending,,,True,,N/A,Chennai,No onion
ORD000125,CUST00526,Pizza Palace,Chinese,2023-07-14,1943,24.6,1024,39,Cncld,Card,2.6,yes,,,Chennai,
ORD001400,CUST00038,Spice  Garden,biryani,08 Apr 2023,733,48.1,1525,,Cncld,upi,1.8,yes,,N/A,Delhi,  
ORD000568,CUST00276,Burger Barn,mexcian,not provided,1313,N/A,2530,61,Cncld,CARD,3.7,0,FLAT20,DP8182,Chennai,Extra spicy
ORD001371,CUST00004,Noodle  Nook,Biryani,N/A,1914,20.5,2083,48,Cncld,wallet,9.401235455792538,N,FLAT20,DP2383,mumbai,Extra spicy
ORD000504,CUST00350,Noodle Nook,Sushi,1685491200,1547,41.5,106,75,Pending,Wallet,,no,SAVE 10,DP4329,kolkata ,Extra spicy
ORD001248,CUST00550,Pizza Palace,Burger,2023-03-28,1210,46.3,374,79,CANCELLED,Card,1.8,no,,,Kolkata,extra SPICY
ORD000323,CUST00147,the biryani house,biryani,N/A,2158,,2883,33,pending,card,1.4,FALSE,,,Mumbai,no Onion
ORD000838,CUST00050,Tandoor Tales,Sushi,not provided,₹179,28.5,1312,51,CANCELLED,COD,1.1,Y,FLAT20,DP1494,DELHI,Less oil
ORD000104,CUST00347,the biryani house,biryani,1644537600,495,15.8,₹1668,62,Cncld,upi,4.3,FALSE,N/A,DP1419,Ahemadabad,Less oil
ORD000952,CUST00498,The Biryani House,Indian,1673136000,1275,8.6,683,50,Dlvrd,CARD,,False,,,Kolkata,
ORD000447,CUST00555,Wok Express,Itlaian,21 Aug 2022,276,,2212,31,Delivered,UPI,2.9,0,,,bangalore,  
ORD000393,CUST00564,Wok Express,Chineese,10-04-2023,1323,8.2,1072,,,Cash,4.8,FALSE,SAVE10,N/A,bangalore,no Onion
ORD000297,N/A,PIZZA PALACE,Sushi ,2023/09/07,1013,16.5,1978,N/A,Cancelled,N/A,2.8,True,FIRST50,DP2556,MUMBAI,No onion
ORD000743,CUST00208,Wok-Express,PIZZA,2023-02-24,1201,9.9,1024,70,,upi,3.4,false,,,Kolkata,Less oil
ORD000705,CUST00014,the biryani house,Chinese,"July 26, 2022",2943,18.4,1586,26,Dlvrd,UPI,,N,save10,DP4458,mumbai,Extra spicy
ORD000312,CUST00034,the biryani house,PIZZA,not provided,345,17.9,1518,71,Cncld,,2.3,FALSE,FLAT20,,Pune,
ORD000768,CUST00255,Spice  Garden,Itlaian,N/A,2158,3.5,2222,45,Cancelled,COD,1.8,Y,SAVE10,,Bangalroe,extra SPICY
ORD000489,CUST00101,the biryani house,indian,N/A,969,29.5,₹1634,36,CANCELLED,wallet,1.2,true,FIRST50,,Chennai,Less oil
ORD000326,CUST00236,Spice  Garden,Pizza,2022/03/06,2282,6.1,1434,42,Cncld,UPI,4.2,True,FLAT20,,chenai,N/A
ORD000707,CUST00068,Sushi_Spot,mexcian,1665792000,737,15.5,1764,40,,UPI ,1.3,No,FLAT20,,Delhi,
ORD000048,CUST00588,Noodle  Nook,mexcian,01 Aug 2023,1309,26.8,2924,46,DELIVERED,card,3.0,0,FLAT20 ,N/A,DELHI,Extra spicy
ORD000164,CUST00459,Curry Corner,Thai ,01/02/2022,2017,11.8,2906,63,CANCELLED,UPI ,2.5,1,save10,N/A,mumbai,
ORD000528,CUST00235,Spice  Garden,mexcian,2023/03/20,2787,21.9,2229,82,delivered,cash,,Yes,save10,DP7141,Delhi,no Onion
ORD000298,CUST00189,PIZZA PALACE,Burger,2022-07-19,₹533,-8.9255934464591,113,24,pending,N/A,1.2,no,,,Delhi,Less oil
ORD001027,CUST00562,Curry Corner@,Italain,1679356800,2849,22.8,600,27,,upi,,False,SAVE10,,mumbai,
ORD001134,CUST00014,Spice Garden,Italain,06-04-2022,850,8.4,2935,33,Pending,CARD,5.0,false,FIRST50,N/A,Pune,Less oil
ORD000680,CUST00227,Curry Corner,Itlaian,19 Jan 2023,2814,2.7,963,67,cancelled,UPI,3.9,FALSE,N/A,DP2122,Ahemadabad,
ORD000616,CUST00461,Tandoor Tales,Indian,2022/10/01,2678,30.3,546,61,N/A,,4.5,no,SAVE 10,,mumbai,  
ORD000019,CUST00479,Noodle Nook,Indian,N/A,942,40.1,419,22,CANCELLED,net banking,3.7,True,save10,N/A,Hyderabad,N/A
ORD001331,CUST00002,PIZZA PALACE,Biryani,08-31-2023,2812,1.2,1973,55,,Card,2.5,1,save10,,Bangalroe,no Onion
ORD000998,CUST00568,Tandoor Tales,indian,2023-08-25,1713,36.8,881,89,CANCELLED,wallet,1.6,true,FIRST50,,Ahmedabad,extra SPICY
ORD001341,CUST00540,Dosa Delight.,Thai ,2023/05/23,2725,12.7,1483,75,cancelled,Cash,3.1,FALSE,save10,,Delhi,No onion
ORD001348,CUST00363,Dosa Delight,indian,07-19-2023,79945,15.5,672,56,Pending,card,2.3,FALSE,FLAT20 ,,Ahemadabad,  
ORD001225,CUST00598,Spice Garden,PIZZA,"November 27, 2022",994,1.1,926,27,Cncld,net banking,3.9,True,save10,N/A,Chennai,no Onion
ORD000665,CUST00495,PIZZA PALACE,Biryani,09 Jan 2023,1807,31.1,2215,36,delivered,wallet,,Yes,,DP1135,mumbai,  
ORD000350,CUST00140,Burger Barn,Biryani,,2411,0.1,1544,90,DELIVERED,Card,6.06017893661557,0,FIRST50,,DELHI,  
ORD000127,CUST00494,Wok-Express,Thai,1668384000,577,25.0,N/A,44,N/A,,2.9,true,save10,N/A,mumbai,No onion
ORD000940,CUST00518,Noodle Nook,Indian,2023/02/11,2600,2.6,1914,32,Dlvrd,cash,2.7,0,,,chenai,N/A
ORD000418,CUST00484,Pizza Palace,Italain,03/04/2023,1227,N/A,2837,58,,COD,-0.4181655820607083,No,,DP3424,Hydrabad,  
ORD001494,CUST00217,Spice Garden,Chineese,2023-04-29,2942,N/A,2059,25,pending,COD,2.9,true,,N/A,mumbai,no Onion
ORD000018,CUST00440,Dosa Delight.,Thai ,1691020800,717,46.0,N/A,69,CANCELLED,upi,,Y,save10,,Kolkata,No onion
ORD000658,CUST00052,Tandoor Tales,Italian,2022/12/24,2075,25.2,,22,Dlvrd,COD,4.5,no,,,Bangalore,Extra spicy
ORD000045,CUST00071,Sushi Spot,continental,24 Jun 2022,1077,18.5,2842,43,DELIVERED,COD,4.7,No,N/A,,mumbai,  
ORD001344,CUST00023,Curry Corner@,continental,1687392000,--,26.2,1426,69,delivered,Cash,2.1,no,FLAT20,DP4059,Hydrabad,no Onion
ORD000589,CUST00020,Dosa Delight,Biryani,14/01/2022,1461,9.6,588,30,Cncld,COD,1.4,TRUE,FLAT20,N/A,Delhi ,
ORD000761,CUST00256,Curry Corner,continental,"June 18, 2023",1041,13.2,2620,21,Cancelled,cash,4.8,0,N/A,DP2199,chenai,
